State,District,Latitude,Longitude,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,ST,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,Rural_Households,Urban_Households,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Sex Ratio,Literacy Rate,Male Literacy Rate,Female Literacy Rate
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,867848,437744,430104,401515,250122,151393,60429,550427,827293,25597,358,72,32,14077,27,392,209813,24269,111276,70969,35206,21854,19109,545987,204801,115608,1452,5456,19446,24902,21840,91586,35231,102,46,57,35
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,3209141,1606085,1603056,1931559,1121381,810178,709252,723,2731351,452394,3920,1451,7795,746,43,11441,711085,41701,558350,456752,332742,238011,197846,2002569,703727,492097,10748,14513,33056,47569,36506,184070,62623,100,60,70,51
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,3405559,1752542,1653017,1965843,1165965,799878,1030367,1756,2975998,413243,3634,2424,722,397,602,8539,705025,73393,538301,477689,270775,182823,153041,2116007,776583,506583,6386,22027,47037,69064,57790,256164,90533,106,58,67,48
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,2335819,1223889,1111930,1043666,630408,413258,307936,358,1073890,1181337,9201,65316,384,1307,63,4321,396775,143217,374898,171242,85117,51703,43839,1576123,491164,258913,9619,7548,25173,32721,34149,150333,52141,110,45,52,37
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,3466382,1834106,1632276,2077108,1220114,856994,764450,980,1966892,1454052,6523,18627,1937,10208,135,8008,605082,284156,600668,431491,256510,163463,154153,2228689,769736,433862,34095,10249,33995,44244,51906,253552,93215,112,60,67,53
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,1715183,869656,845527,954949,567098,387851,369039,1593,1300586,404410,1766,447,4393,95,35,3451,324972,27179,290532,205875,129442,86528,63506,1108368,352395,250502,3918,5769,12844,18613,14742,75305,24834,103,56,65,46
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,3006538,1606403,1400135,1490930,915142,575788,532673,508,2412595,527581,4630,51090,2312,301,84,7945,520289,134714,476064,315873,158430,96308,87355,1961237,652237,368743,24321,17460,41129,58589,49628,201954,70340,115,50,57,41
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,4483992,2375264,2108728,2283733,1397702,886031,1446427,1602,3555450,893725,6579,11611,2663,1410,79,12475,827583,111319,656401,482220,221898,136383,127750,2862383,1000987,588318,32304,28964,69186,98150,81636,326643,112858,113,51,59,42
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,1862559,971344,891215,985708,601988,383720,421661,385018,1738769,103567,3963,1649,1747,487,1907,10470,337048,91040,297226,212565,120822,82614,63846,1203938,418914,237866,1841,10860,28266,39126,27373,136612,48023,109,53,62,43
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,3797117,1914586,1882531,2239902,1300248,939654,851587,696,3119590,650261,4453,1629,9989,426,336,10433,839737,49891,637015,526973,306046,188848,176414,2376875,828222,580164,11856,19782,38990,58772,44428,215780,74378,102,59,68,50
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,3108367,1630087,1478280,1773584,1053063,720521,948588,2926,2732016,363453,3574,1204,920,240,31,6929,596317,121039,512965,415378,240024,136688,101934,1893706,706851,453462,54348,20946,44083,65029,54007,241767,85034,110,57,65,49
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,3676841,1921857,1754984,2403903,1389116,1014787,486958,28617,3107681,546987,7696,3309,1146,1898,298,7826,438935,316129,608174,557052,447926,351391,281652,2260457,856070,531549,28765,8695,25178,33873,37527,203836,73153,110,65,72,58
Uttaranchal,Almora,29.683532133676103,79.50165064267351,622506,291081,331425,436497,231604,204893,150995,1281,611250,7752,1895,256,201,31,6,1115,260056,21082,120029,115810,76148,53026,37742,351595,141238,128994,679,12916,14375,27291,17500,69633,25736,88,70,80,62
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,259898,124326,135572,179483,97546,81937,72061,1982,257509,1440,397,46,102,7,16,381,96031,3880,47788,50340,31224,20785,10900,147488,60569,51672,169,3750,5600,9350,7598,31288,12246,92,69,78,60
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,391605,193991,197614,280556,155395,125161,79317,12260,385818,4395,428,323,190,11,23,417,163434,22906,68435,67519,47703,32557,27168,229715,93182,67873,835,7399,8592,15991,10683,45109,17370,98,72,80,63
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,259648,131125,128523,177726,102015,75711,47383,1339,249563,8693,870,336,24,28,6,128,85202,12839,48093,45766,23610,18360,15110,156916,60722,41913,97,3052,3680,6732,5638,26364,9934,102,68,78,59
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,483439,239306,244133,345550,189623,155927,120378,19535,475105,6015,1401,260,185,13,30,430,183687,26256,87585,90983,56591,42086,28375,273494,116749,92517,679,8519,12171,20690,17126,63782,25002,98,71,79,64
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,618931,297986,320945,407994,227406,180588,102130,875,609835,7374,656,290,32,91,109,544,227059,27177,103462,95417,74008,58434,30704,368324,139371,109998,1238,11735,13297,25032,15568,65081,24468,93,66,76,56
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,1648902,858783,790119,1037839,598525,439314,238264,123037,1104452,372267,6064,162768,505,738,159,1949,269406,145253,302653,232381,169274,113661,111062,1042614,392370,212223,1695,7491,18265,25756,30541,150705,58076,109,63,70,56
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,330086,168597,161489,215126,128237,86889,80567,3512,324859,3554,353,167,563,74,105,411,112148,9061,46625,47640,30901,24989,18882,202426,75997,51245,418,4664,5986,10650,6484,32005,12124,104,65,76,54
West Bengal,Bankura,23.081280892857155,87.12640053571437,3596674,1838095,1758579,2232992,1299337,933655,1174447,368690,3033581,290450,3865,386,260,2904,260694,4534,900515,90885,545200,686924,261478,143882,133465,1942335,1014764,637834,1741,27014,60032,87046,116281,469864,207816,105,62,71,53
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,7717563,3966889,3750674,5247208,2918040,2329168,2115719,489447,6008472,1599764,21220,16675,1602,1674,44968,23188,1364868,862368,1437198,1605634,698251,405935,439823,4149420,2265543,1292913,9687,63096,161007,224103,325155,1100028,471769,106,68,74,62
West Bengal,Birbhum,24.06389342723,87.65153089201888,3502404,1790920,1711484,2158447,1201481,956966,1033140,242484,2181515,1298054,10906,582,258,1152,6051,3886,831044,134565,661190,622372,245201,122865,115743,2008655,952059,539463,2227,33178,88186,121364,151965,527618,223375,105,62,67,56
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,1676276,857199,819077,1083685,596474,487211,482754,275366,1232850,412788,24794,276,148,323,2786,2311,390949,70077,323965,327064,135556,63286,52345,937283,465982,271423,1588,13268,38679,51947,78130,270930,115122,105,65,70,59
West Bengal,Darjiling,26.839619571045585,88.33145067024122,1846823,937259,909564,1315585,717673,597912,317275,397389,1366681,105086,141848,2032,209240,1840,15523,4573,303284,215675,344865,402415,176129,113905,110193,1031221,523288,289979,2335,12923,32230,45153,67886,235480,95369,103,71,77,66
West Bengal,Haora,22.401674174428507,87.99421176968654,4850029,2500819,2349210,3605206,1942824,1662382,718951,15094,3535844,1270641,8666,4380,1258,9699,1265,18276,483384,869313,1059842,1084155,446743,284481,304594,2587164,1423304,833104,6457,34133,92296,126429,213487,659612,270747,106,74,78,71
West Bengal,Hugli,22.87929264705881,88.00010264705891,5519145,2814653,2704492,4078388,2211777,1866611,1344021,229243,4574569,870204,7300,2662,1730,2160,49050,11470,992085,647953,1172797,1174912,515807,333658,380060,2766489,1688206,1060821,3629,50510,131123,181633,273607,837497,353654,104,74,79,69
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,3872846,1983064,1889782,2498780,1396622,1102158,1458278,731704,3156781,445817,186279,2994,50676,1461,23816,5022,798378,319426,765613,814395,292056,150360,129393,2259507,1035449,575667,2223,27411,73578,100989,147903,554594,225003,105,65,70,58
West Bengal,Kolkata,22.550581481481483,88.3527648148148,4496694,2356766,2139928,3588137,1926915,1661222,241932,10684,3440290,926414,39758,13849,4771,21178,1452,48982,0,1308106,597841,820902,555529,425245,691804,2025389,1433314,1014769,23222,50120,121054,171174,227976,590949,224157,110,80,82,78
West Bengal,Maldah,25.08026802575105,88.17191684549356,3988845,2051541,1937304,2086432,1152019,934413,835430,313984,1914352,2045151,13209,747,359,639,7929,6459,830318,128678,629137,595551,238078,109719,92207,2511004,955283,520122,2436,26008,76538,102546,128796,492634,193851,106,52,56,48
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,7103807,3627564,3476243,4055834,2177187,1878647,897534,91035,2359061,4707573,18102,766,348,3037,7429,7491,1501066,350899,1428661,1210859,443254,230242,170051,4390564,1717594,991413,4236,58934,159421,218355,261786,963617,396087,104,57,60,54
West Bengal,Nadia,23.56410971055088,88.58293034547152,5167600,2653768,2513832,3480555,1878866,1601689,1546917,140700,3728482,1382682,33835,849,514,281,16893,4064,1081381,468390,1093403,1052487,412193,236828,209562,2745828,1484986,934417,2369,39958,120563,160521,264946,856282,367982,106,67,71,64
West Bengal,Puruliya,23.254192328767108,86.3968532876713,2930115,1496996,1433119,1624905,1002058,622847,567767,540652,2373120,227249,8646,622,209,3052,309029,8188,653219,99433,480046,528068,177459,91807,77621,1678057,764776,484166,3116,19260,42004,61264,68614,307951,125289,104,55,67,43
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,3007134,1551066,1456068,1489667,853495,636172,807950,162816,1482943,1501170,16702,477,432,1324,1622,2464,683981,94269,488047,422777,163106,73395,59457,1916033,704859,385155,1087,14723,47047,61770,81917,326958,126359,107,50,55,44
