State,District,Latitude,Longitude,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,ST,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,Rural_Households,Urban_Households,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Sex Ratio,Literacy Rate,Male Literacy Rate,Female Literacy Rate
Jharkhand,Latehar,23.72511185840708,84.48298743362837,726978,369666,357312,350682,209706,140976,154910,331096,473049,69808,47653,120,128,16,133525,2679,146377,14137,121529,88787,46142,23885,13956,484084,152720,89870,304,3155,10368,13523,12948,58080,20177,103,48,57,39
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,461790,232629,229161,259707,149568,110139,15330,262734,112378,95012,16770,51,33,15,235987,1544,96759,14725,84920,63545,38503,21987,13847,298844,100340,62244,362,2578,7033,9611,9632,41588,14782,102,56,64,48
Jharkhand,Pakur,24.57260428082189,87.69691969178076,900422,452661,447761,352881,206989,145892,28469,379054,410127,322963,75865,356,283,222,88760,1846,200588,16587,133770,79045,29934,15700,9822,587976,206826,104418,1202,5517,18907,24424,26520,93405,34355,101,39,46,33
Jharkhand,Palamu,24.196925968109337,84.20310842824594,1939869,1006302,933567,1024563,621706,402857,536382,181208,1683169,238295,6164,734,188,284,5681,5354,355529,52375,296937,231565,160964,100290,63595,1244572,425668,268387,1242,6422,31313,37735,35321,163115,56610,108,53,62,43
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,2914253,1494937,1419316,1911433,1085244,826189,152943,1042016,1612239,410759,193974,4826,932,2733,677445,11345,420740,310242,547583,495515,370847,247237,195181,1742293,725938,409166,36856,15357,40971,56328,65660,294024,113820,105,66,73,58
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,1150567,589391,561176,483263,287303,195960,72341,308343,628044,398243,83208,198,245,125,38426,2078,223450,37543,171416,110822,52248,28087,19832,745027,261849,137727,5964,5792,21978,27770,30506,112655,40484,105,42,49,35
Jharkhand,Simdega,22.608760391198054,84.59193691931536,599578,300309,299269,343483,191991,151492,44674,424407,201524,15103,306601,51,753,114,73930,1502,144169,11114,130068,97580,47836,24842,13674,357859,143560,97817,342,4170,10863,15033,14689,55943,20040,100,57,64,51
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,1889752,950111,939641,1113412,641388,472024,319149,97203,1634229,219991,3433,443,412,25198,166,5880,324799,165858,385986,147397,171505,115095,82319,1123443,465706,299774,829,14665,27809,42474,40032,183541,70342,101,59,68,50
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,990923,509172,481751,688749,385311,303438,213700,52903,890429,92252,5368,389,272,1045,85,1083,231052,95410,168165,126285,166677,82235,51015,535765,278153,176083,922,9652,23267,32919,37517,144124,67485,106,70,76,63
Karnataka,Belgaum,16.16107219152853,74.72329042357275,4779661,2423063,2356598,3052032,1725548,1326484,577418,297198,4038331,528412,18418,2037,1086,178310,149,12918,962777,356198,1057297,609600,532584,279583,201884,2669348,1251116,857143,2054,37652,82149,119801,122453,550977,229331,103,64,71,56
Karnataka,Bellary,15.074377548209377,76.47228471074374,2452595,1236954,1215641,1421621,813440,608181,517409,451406,2103633,320834,14014,1029,284,8044,54,4703,371604,251876,529576,219702,203139,121453,89475,1487013,617276,346905,1401,15029,36995,52024,58834,267798,107207,102,58,66,50
Karnataka,Bidar,17.950361730769224,77.19459961538459,1703300,870665,832635,1042673,597198,445475,399785,235822,1289709,335184,35438,1145,30453,680,521,10170,287134,102269,474921,194233,181076,105347,54900,1018195,397120,287271,714,8519,21648,30167,28370,150730,53752,105,61,69,54
Karnataka,Bijapur,16.84015316666667,75.95909166666665,255230,128663,126567,86919,54076,32843,10122,204189,245151,1617,2709,68,1649,15,3793,228,50449,7942,22787,14170,7192,6755,3421,167348,63802,23927,153,2429,6408,8837,7852,25936,9267,102,34,42,26
Karnataka,Bijapur,16.84015316666667,75.95909166666665,2177331,1111022,1066309,1248268,730566,517702,442773,39314,1786830,369588,2433,558,374,8665,499,8384,396449,131041,430477,143199,182756,129109,96990,1295274,527085,353549,1423,12850,28819,41669,40215,202950,76206,104,57,66,49
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,1137961,566622,571339,818345,438257,380088,253651,44970,1004553,101235,26000,182,109,4710,4,1168,311660,80766,257550,160083,177585,96470,72420,564994,341380,230864,723,11977,28314,40291,48104,182344,84585,99,72,77,67
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,1659456,840843,818613,1087392,607188,480204,389117,302554,1520553,128751,3175,322,84,3778,128,2665,349704,97644,332648,196470,217567,132435,75262,891230,460057,306412,1757,11497,29092,40589,48344,213641,91516,103,66,72,59
Karnataka,Davanagere,14.330414586709884,75.91723841166937,1945497,986400,959097,1308540,720637,587903,392595,233112,1658465,265805,5420,307,164,6417,1743,7176,354680,176011,446793,206686,269748,154781,123863,1068518,538551,336173,2255,10904,31291,42195,54589,249307,109193,103,67,73,61
Karnataka,Dharwad,15.343831376975173,75.13831264108359,1847023,937206,909817,1301664,711776,589888,177855,87548,1390020,386834,28747,1486,715,29037,2748,7436,199707,283397,383041,185530,227113,143453,137768,1017935,505688,322577,823,12363,32050,44413,52869,223035,92142,103,70,76,65
Karnataka,Gadag,15.507128256880746,75.64861302752298,1064570,537147,527423,700177,397178,302999,174196,61654,907750,143665,3432,231,79,5993,74,3346,180066,111906,244640,112703,105150,63816,42053,601578,279069,183409,514,8697,18430,27127,27970,121985,48139,102,66,74,57
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,2566326,1301755,1264571,1427368,828359,599009,648782,65259,2011014,513125,8344,826,9589,4865,330,18233,400704,199303,579057,270622,290570,153746,104256,1570719,604665,388935,2007,13541,31790,45331,43936,217746,77749,103,56,64,47
Karnataka,Hassan,12.945098749999998,76.11049549999997,1776421,883667,892754,1225256,668836,556420,345031,32329,1630814,120011,15611,289,623,5820,3,3250,496103,132878,354480,232531,292369,147837,103152,877340,522039,375918,1124,19258,43577,62835,74226,290412,139331,99,69,76,62
Karnataka,Haveri,14.737582809224318,75.3961230607966,1597668,819128,778540,1085443,603793,481650,219976,141380,1281878,297927,2406,419,68,9834,702,4434,315076,98488,430529,201965,158442,84357,55310,904453,426094,266586,535,10102,25544,35646,42726,195266,80865,105,68,74,62
Karnataka,Kodagu,12.39684468085106,75.79336595744688,554519,274608,279911,412877,215302,197575,73584,58054,448986,87274,17130,139,126,250,220,394,181182,31792,111562,75291,86232,54939,43225,276918,163360,113919,322,8568,19579,28147,25415,89880,40686,98,74,78,71
Karnataka,Kolar,13.312799881235172,78.01376947743476,1536401,776396,760005,1016219,564110,452109,465867,78875,1305431,199873,26722,253,150,2494,92,1386,326567,151042,289841,228422,225498,107929,71422,841499,419380,274240,1282,12543,29989,42532,46381,200532,88678,102,66,73,59
Karnataka,Koppal,15.651253271028034,76.1617048598131,1389920,699926,689994,809085,468785,340300,258608,164271,1218024,161770,4081,296,85,2898,461,2305,272968,64681,357098,127605,113028,72243,43967,855430,330393,202984,1113,8663,19194,27857,28367,131395,49603,101,58,67,49
Karnataka,Mandya,12.574901806239744,76.81570098522172,1805769,905085,900684,1149649,638668,510981,265294,22402,1712695,77801,8506,322,299,3607,109,2430,458867,103435,309476,226552,308624,157839,102838,902307,527236,375100,1126,18494,41173,59667,72440,281659,131996,100,64,71,57
Karnataka,Mysore,12.248100259403367,76.52881802853437,3001127,1511600,1489527,1962180,1063766,898414,536643,334547,2631985,290549,39361,1255,16194,14419,493,6871,540596,380386,537686,404565,452412,222230,212541,1580116,865220,553705,2086,27738,67567,95305,118632,457208,215723,101,65,70,60
Karnataka,Raichur,16.050795353982295,76.87368606194688,1928812,964511,964301,979769,577213,402556,400933,367071,1634062,272022,10394,538,2265,4156,29,5346,330446,125402,385673,163709,153346,82082,50463,1196670,465173,265810,1159,11501,27037,38538,39557,178262,67172,100,51,60,42
Karnataka,Shimoga,14.063845885634592,75.17882078103197,1752753,877415,875338,1263016,674938,588078,308158,65412,1479424,234664,26521,400,120,9234,367,2023,352444,201662,385978,292481,251095,132138,111753,913150,513297,325542,764,14967,37377,52344,65181,269559,124966,100,72,77,67
Karnataka,Tumkur,13.592467760074973,77.02297966260545,2678980,1350594,1328386,1813391,1006024,807367,506901,209559,2413812,245923,9130,477,187,5067,161,4223,685443,204799,500593,386998,423738,213588,143735,1351461,760936,564196,2387,32503,67398,99901,109455,407282,183042,102,68,74,61
Karnataka,Udupi,13.450404228534568,74.72009990316337,1177361,562131,615230,926429,465704,460725,75429,52897,1009179,96740,65838,232,161,4534,155,522,269817,115572,286193,176260,178094,109663,107279,559565,340903,276234,659,11115,23243,34358,34943,136103,58352,91,79,83,75
Kerala,Alappuzha,9.542602965599087,76.38010796263319,2127789,1013142,1114647,1852797,890552,962245,201211,6574,1460447,224545,435056,268,146,74,311,6942,331419,392117,334339,418953,573306,274789,198858,891512,648522,585591,2164,20266,60721,80987,102594,368315,168549,91,87,88,86
Kerala,Ernakulam,10.004879301987431,76.26957729035381,3282388,1619557,1662831,2855676,1425723,1429953,268411,16559,1509557,514397,1248137,860,614,1176,1083,6564,369694,804997,446380,554817,702511,389793,429880,1396968,1024720,858010,2690,23843,85162,109005,149988,568385,270983,97,87,88,86
Kerala,Idukki,9.80480963855423,77.04586641566264,1108974,552808,556166,923010,471881,451129,145486,55815,541854,82206,481507,100,189,44,384,2690,391610,20823,166604,209398,261237,136428,86136,494456,352163,261471,884,10608,32718,43326,47205,192158,90960,99,83,85,81
Kerala,Kannur,11.941523076923056,75.35209891725934,2523003,1181446,1341557,2138434,1012956,1125478,83350,41371,1509592,742483,262526,424,1118,193,722,5945,306288,566191,487016,491844,540383,308670,217203,1187177,741984,588081,5761,19717,54436,74153,87111,330674,149708,88,85,86,84
Kerala,Kasaragod,12.33310309912974,75.07768497134369,1307375,628613,678762,1037492,516476,521016,53283,48857,729987,486913,87454,151,362,130,152,2226,251641,166164,268084,230416,238900,122657,76192,688763,369883,246975,1754,8292,22720,31012,39574,157758,68195,93,79,82,77
Kerala,Kollam,8.929388820570157,76.6360775852431,2635375,1246968,1388407,2240273,1074345,1165928,328263,10761,1697635,508500,421598,208,272,63,619,6480,523715,401415,406592,562529,595191,307950,233402,1177359,795245,660965,1806,26711,76792,103503,132475,466519,221052,90,85,86,84
Kerala,Kottayam,9.643701174068417,76.46059673302705,1974551,968289,1006262,1749798,861592,888206,153909,21972,983598,126499,858608,204,358,83,565,4636,481967,196194,271496,373998,475724,280720,221350,811653,596302,565048,1548,15538,54557,70095,84509,330354,150425,96,89,89,88
Kerala,Kozhikode,11.392924270557026,75.71158720159153,3086293,1470942,1615351,2615443,1266939,1348504,199191,15228,1734958,1211131,131516,297,235,601,588,6967,323793,666543,564392,647221,630818,351267,250117,1487644,909581,686109,2959,20408,63700,84108,114136,444561,198560,91,85,86,83
Kerala,Malappuram,10.97329875666072,75.93910775606876,4112920,1960328,2152592,3311315,1597404,1713911,308266,22990,1135259,2888849,81556,205,179,68,579,6225,634543,522586,770417,814285,933793,392867,203779,2406005,1041361,662311,3243,19178,49957,69135,92845,425449,169215,91,81,81,80
Kerala,Palakkad,10.784926903553291,76.49980490693744,2809934,1359478,1450456,2239492,1122600,1116892,403833,48972,1875980,812936,114397,220,238,78,400,5685,665899,228442,492864,608176,572412,232109,180540,1395222,802611,608966,3135,27077,62135,89212,98388,394623,174911,94,80,83,77
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,3301427,1581678,1719749,2785408,1354857,1430551,372977,26759,2194057,452915,630573,404,301,76,1082,22019,559293,609824,460690,642470,682156,389161,381782,1488441,989238,820024,3724,41529,99737,141266,156362,568815,271600,92,84,86,83
Kerala,Thrissur,10.458932647907687,76.12321940836945,3121200,1480763,1640437,2678548,1282261,1396287,324350,9430,1823442,532839,757484,259,278,62,585,6251,336748,715119,445696,524387,821831,362657,338600,1394214,931841,792182,2963,28012,86762,114774,138655,499304,228326,90,86,87,85
Kerala,Wayanad,11.715277464788736,76.07587007042254,817420,401684,415736,645585,328136,317449,32578,151443,404460,234185,174453,61,312,1797,286,1866,266183,11805,144896,137227,184266,87042,51111,412806,246590,157326,698,6132,17127,23259,29933,125105,57494,97,79,82,76
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,749237,379114,370123,436595,254120,182475,74385,358543,686524,21473,2132,606,86,1653,35434,1329,147388,60325,115716,93450,58536,42743,31646,444954,193520,109813,950,10691,22868,33559,23690,90782,34331,102,58,67,49
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,845071,443837,401234,469109,290304,178805,175764,82072,778214,40707,635,8009,1352,15094,27,1033,169606,37135,117053,62802,51499,29551,22791,535410,194772,114131,758,7008,19576,26584,19389,85945,32336,111,56,65,45
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,1701698,842178,859520,1147623,626468,521155,125426,383026,1519384,38542,5295,1050,72162,4778,58064,2423,400074,70793,312640,235251,168635,126308,74213,969773,453605,276799,1521,20627,45725,66352,54919,230275,91010,98,67,74,61
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,1385881,699340,686541,549926,313642,236284,87991,962145,1318869,58222,2967,2361,416,2289,263,494,250358,48912,137116,74067,59100,42649,30754,923665,302833,158594,789,5580,17742,23322,20963,102717,36524,102,40,45,34
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,1575362,799236,776126,939769,529783,409986,159296,667018,1505745,37590,3271,1078,9651,3759,13048,1220,318945,87704,232532,176325,140402,105696,82761,938819,392728,242592,1223,11870,30101,41971,37702,178031,70160,103,60,66,53
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,1703005,926843,776162,1094917,676513,418404,374799,6131,1595400,66776,973,4047,12215,19950,73,3571,271211,88385,261162,199044,140743,96011,50222,1040736,399676,258588,4005,9939,22269,32208,25527,126610,46066,119,64,73,54
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,2371061,1236130,1134931,1660690,920314,740376,357516,69429,1755861,525434,23432,10789,21688,25950,335,7572,118893,581826,303171,287198,211371,178165,266618,1405814,625594,330291,9362,17604,45793,63397,67348,282108,115462,109,70,74,65
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,757847,388504,369343,408679,233073,175606,64254,230095,552526,180840,1199,1074,19883,1884,99,342,115979,62861,119468,69765,57058,42618,28237,469838,181605,106034,370,4958,12399,17357,15902,72437,27594,105,54,60,48
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,1762375,936121,826254,943033,572010,371023,405313,73597,1676918,70351,1980,968,250,10409,102,1397,375869,95048,236054,160310,112961,77787,59704,1112636,394060,252417,3262,17905,40360,58265,38067,169728,60050,113,54,61,45
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,2090922,1064468,1026454,1294198,731294,562904,232244,769778,1923920,100692,4893,2258,24471,7830,25771,1087,413142,140802,336391,225747,215098,167946,112383,1232263,535316,321977,1366,18466,40823,59289,50272,244209,96510,104,62,69,55
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,1264219,661873,602346,747715,445737,301978,246337,166295,1186420,47966,1681,1096,119,25005,82,1850,303387,66514,217296,150040,95032,64414,41158,768929,312593,181403,1294,18611,45411,64022,42311,168849,64924,110,59,67,50
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,786754,420157,366597,491445,303815,187630,200270,15061,747693,28483,683,490,7923,453,10,1019,160453,43401,131372,88949,73398,48978,34853,473097,195131,118186,340,7451,16280,23731,18156,82921,32738,115,62,72,51
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,1563715,805359,758356,925369,550716,374653,292007,272701,1376591,174259,2355,2330,382,6497,72,1229,274995,101014,225380,149522,125772,94403,55383,943954,388648,230280,833,9614,27019,36633,33382,160739,65024,106,59,68,49
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,2185793,1112725,1073068,1077338,638479,438859,145436,1222814,2051219,116202,2261,1607,328,12199,88,1889,412348,103364,244058,164576,134279,99882,66721,1377326,533243,273050,2174,13730,36576,50306,43219,209444,82711,104,49,57,41
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,704524,351913,352611,378714,222759,155955,39782,455789,605435,6736,4238,260,61,687,84006,3101,218021,9774,113875,84065,49277,31104,15179,419531,181841,102522,630,10701,25867,36568,25416,96460,37087,100,54,63,44
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,1241519,649362,592157,653980,400537,253443,193115,190819,1172248,49203,1208,3271,529,13474,52,1534,212765,72320,157141,84560,79924,50724,42147,793150,285176,162104,1089,7399,25762,33161,25661,119065,44051,110,53,62,43
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,2032036,1090327,941709,1357210,803114,554096,393068,72133,1835299,141735,4119,24790,4361,18058,217,3457,172720,272172,235924,204871,193082,166719,193947,1218319,519728,291451,2538,9400,26935,36335,39042,188922,73239,116,67,74,59
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,570465,294838,275627,352550,203807,148743,92865,159678,527462,38640,683,676,93,1573,55,1283,112714,31845,87733,60757,46556,31939,27126,347774,138882,83417,392,3691,9767,13458,12137,56810,21669,107,62,69,54
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,1241350,648725,592625,810644,469199,341445,205007,197300,1175203,52269,4453,3127,1550,3888,107,753,209650,105746,183156,145076,119682,89589,84769,730768,318232,191501,849,9942,23157,33099,29245,137955,53582,109,65,72,58
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,3276697,1699627,1577070,2309130,1289631,1019499,545239,217679,2728225,415142,18523,25696,11496,71667,720,5228,200371,587947,472233,384611,362209,300076,382658,1877270,894464,493096,11867,17845,46409,64254,77386,347858,146797,108,70,76,65
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,2463289,1277278,1186011,1756468,980307,776161,348029,375231,2159065,203652,23142,13256,4320,33728,21010,5116,272284,352477,352284,313910,268333,222987,235072,1387369,679185,391903,4832,19774,53407,73181,70777,309266,126486,108,71,77,65
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,1025048,515023,510025,352081,214582,137499,17427,891818,960925,15733,38423,141,65,8871,388,502,211080,24713,79781,40466,38236,28990,20240,684200,220769,119681,398,3384,13785,17169,18527,88532,32178,101,34,42,27
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,1292042,662013,630029,790773,460583,330190,155717,317699,1240650,37232,3158,1167,157,5342,2643,1693,276151,72880,207366,161727,112242,80935,53578,778414,326582,185857,1189,15764,37252,53016,37518,158431,59446,105,61,70,52
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,1054905,525272,529633,604962,348033,256929,48425,610528,849518,16558,12450,436,297,1789,170533,3324,279674,37258,170994,115632,82166,58066,35476,614794,278553,160510,1048,14377,33344,47721,36738,147190,57935,99,57,66,49
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,1340411,682851,657560,834591,502898,331693,249024,33092,1192588,125548,1120,849,242,19029,77,958,302287,81832,217234,149219,109751,77219,52546,781000,346861,211815,735,12087,31202,43289,37148,158569,65757,104,62,74,50
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,1965970,1068417,897553,1179685,747652,432033,421519,17030,1875495,76159,1092,557,3234,6681,92,2660,319298,95288,285682,228234,170254,115790,71005,1254302,452484,257704,1480,12289,32412,44701,35342,166295,59993,119,60,70,48
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,826067,422653,403414,508834,307889,200945,111162,71441,741288,67324,1508,1110,224,14165,115,333,174235,67962,127167,83189,69134,53465,42343,476995,217403,131227,442,8294,21218,29512,23744,97561,40659,105,62,73,50
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,1016520,533480,483040,552559,332140,220419,207990,170879,974748,35214,418,186,37,4734,218,965,256744,32179,134936,99251,70359,47903,29795,635347,235035,144827,1311,15588,32172,47760,29198,119049,44272,110,54,62,46
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,1331597,700358,631239,820220,479093,341127,225891,205006,1195235,120331,1725,2262,253,10637,190,964,251272,74441,210402,144108,117908,69419,48384,832939,316319,181524,815,10525,30003,40528,33397,143773,53625,111,62,68,54
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,1545814,790212,755602,804245,488797,315448,295718,53751,1433879,106928,1243,460,121,1599,50,1534,331894,69823,174381,103464,96386,72316,51499,935230,363218,246447,919,16163,49655,65818,46504,182265,71223,105,52,62,42
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,1455069,738241,716828,825880,485090,340790,198612,409865,1267043,151071,3996,1353,175,29353,123,1955,266716,107151,194131,129392,111461,86507,67192,876905,363858,213560,746,11435,29551,40986,35326,154724,61055,103,57,66,48
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,2365106,1225100,1140006,1441757,845572,596185,383508,311985,2268838,85414,1964,832,986,655,232,6185,523910,94489,330131,312931,206274,180635,122371,1460075,540235,362228,2568,34174,78271,112445,66018,266104,99782,107,61,69,52
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,2378458,1256257,1122201,1545719,908607,637112,501630,221936,2198297,103480,5580,4146,991,62992,168,2804,448408,165507,426916,297079,214137,137899,116753,1470688,569166,335432,3172,25924,64554,90478,66019,272006,102185,112,65,72,57
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,2228935,1157495,1071440,1371781,801051,570730,398569,319975,2158623,59471,2228,1163,364,3135,1689,2262,461831,114173,334635,309536,197373,148091,105499,1365647,535086,326049,2153,25510,61008,86518,55635,242126,90237,108,62,69,53
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,1311332,683743,627589,780362,469208,311154,271281,145512,1163607,137980,1404,640,357,6232,66,1046,270427,59220,179388,136284,120687,77541,50655,817608,305605,187611,508,7906,23527,31433,25917,126997,48175,109,60,69,50
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,1379131,695879,683252,864194,485341,378853,130797,519856,1145052,79739,1857,360,7288,4982,135315,4538,335045,47542,241327,151636,116124,84398,55984,809922,363037,205237,935,16619,37988,54607,40885,180853,71513,102,63,70,55
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,1066063,540021,526042,604194,348761,255433,89733,476008,997073,42426,2372,912,268,1737,19448,1827,233594,57846,154282,128427,80402,60915,46513,645619,269145,150655,644,16234,40531,56765,37475,132438,48798,103,57,65,49
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,1512681,780520,732161,894612,543509,351103,353914,37836,1321003,174724,815,631,179,13755,66,1508,312611,73997,239081,141225,111366,75967,48671,901161,369741,240768,1011,11130,29066,40196,32033,152577,60914,107,59,70,48
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,687861,361784,326077,328025,208201,119824,108391,161448,638702,41396,230,6387,201,379,40,526,150146,26376,70840,43009,37072,24732,17091,449974,155063,82416,408,6713,18350,25063,18090,72633,25892,111,48,58,37
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,1726050,919795,806255,900846,573242,327604,321515,227802,1648749,51200,1117,7151,3421,12171,72,2169,367859,66759,214162,125117,84684,58509,44812,1106084,389652,227989,2325,18170,43110,61280,41733,177114,64387,114,52,62,41
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,1127033,575912,551121,600785,353030,247755,130202,313304,1077545,34419,511,128,92,93,12556,1689,250953,25916,168224,129344,80312,60845,33067,721531,253685,150959,858,13560,31770,45330,27536,109754,39560,104,53,61,45
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,1445166,760355,684811,747940,459353,288587,361604,67857,1383475,44143,588,251,109,15569,39,992,322772,60220,188694,143231,78053,58245,35034,898323,343824,201875,1144,12354,33699,46053,30580,152296,59978,111,52,60,42
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,1986864,1016289,970575,1240990,730817,510173,523869,48730,1718204,233133,4659,3241,945,24622,211,1849,300765,188684,280030,178295,159263,119586,111290,1156749,508302,320502,1311,13314,33412,46726,42482,203426,82938,105,62,72,53
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,644758,330674,314084,356672,210907,145765,58147,300687,620515,15966,667,190,70,220,6028,1102,138100,29966,94011,74854,43418,27216,18144,403030,158140,82984,604,7933,20578,28511,19472,76556,27821,105,55,64,46
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,1458875,769568,689307,862918,512344,350574,292144,67603,1287391,149548,1313,914,295,18490,70,854,292579,83830,214603,123650,104007,65581,59814,919239,335690,203005,941,12975,32112,45087,34981,149467,54230,112,59,67,51
Maharashtra,Akola,20.746310479041902,77.12122320359276,1813906,932334,881572,1411281,758977,652304,364059,100280,1107809,357253,4483,1504,328033,10205,389,4230,308158,196077,328367,275264,291391,205723,112574,998769,483200,327932,4005,13577,40804,54381,52202,234221,97428,106,78,81,74
Maharashtra,Amravati,21.16520991810736,77.67583503184723,2888445,1480768,1407677,2251875,1207104,1044771,506374,404128,2055177,421410,7223,2242,383891,11360,3288,3854,508921,272894,468853,463051,525116,346876,203273,1540590,783549,553265,11041,23825,68468,92293,90409,398987,172071,105,78,82,74
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,1200334,605520,594814,899860,488709,411151,200372,88886,1009352,26502,2145,831,154458,1017,3555,2474,283843,72575,187870,208902,204435,153749,67061,626978,333120,232754,7482,11857,27093,38950,38939,180328,79510,102,75,81,69
Maharashtra,Bid,18.952353340080982,75.69319706477731,2585049,1349106,1235943,1718507,987185,731322,351254,32722,2174672,320395,2097,824,68482,8719,399,9461,563114,135457,436446,280800,316758,206530,129996,1473882,614615,494436,2116,16817,54460,71277,57981,296136,118905,109,66,73,59
Maharashtra,Buldana,20.56680611183355,76.39017880364096,2586258,1337560,1248698,1879874,1048892,830982,470895,124837,1845424,354236,3531,1668,364229,12242,522,4406,575405,152787,457067,400342,406379,228266,113783,1467457,641840,473071,3890,21975,58072,80047,70149,321880,134349,107,73,78,67
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,2204307,1123834,1080473,1578615,872565,706050,348365,389441,1780085,92297,10701,5251,286734,3861,23188,2190,451324,233331,316192,337320,351610,241179,126488,1163802,629890,403719,6896,25793,63808,89601,81791,352330,162114,104,72,78,65
Maharashtra,Dhule,21.274018690400517,74.58719071837263,2050862,1054031,996831,1293916,723388,570528,127571,647315,1825460,187901,3653,1422,13405,12818,912,5291,382777,146013,323641,208571,290656,182739,114931,1167569,513908,350747,18638,13980,34096,48076,41877,217726,90252,106,63,69,57
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,1322507,661554,660953,1004243,542837,461406,175961,214253,1153861,26157,1827,2160,125282,1568,5080,6572,319702,66813,237888,231153,225595,159570,57923,704214,371908,244111,2274,11264,26599,37863,36760,178543,76317,100,76,82,70
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,1177345,606294,571051,790743,450551,340192,182565,111954,863199,127552,992,643,176679,5278,103,2899,242456,41913,266649,127246,136075,74544,38698,692117,281905,201828,1495,5715,18442,24157,22066,120315,48484,106,67,74,60
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,4229917,2197365,2032552,2891882,1629223,1262659,389273,604367,3457615,560261,7091,3091,143865,27404,9662,20928,796223,373565,735730,532587,627198,375643,229987,2352671,1080237,763529,33480,38031,86964,124995,110671,512687,216606,108,68,74,62
